,neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,lineage,dendrite_input,axon_input,Class 2,idx
10945111, (BLVp12 descending-like right) [*BLVp2_r akira] #10945111,O_dVNC,O_dVNC,False,False,False,True,R,5763407,163,BLVp2,101,17,,20
17777259, (n_down pOLP&PVL09-2 right) [*BLVp1_r akira] #17777259,unk,unk,False,False,False,True,R,5762666,162,BLVp1,168,45,,21
3862443, (telephone-1R) [*CPf_r akira] #3862443,unk,unk,False,False,False,True,R,5691934,150,CPf,294,72,,22
5134110, (receives from telephone,unk,unk,False,False,False,True,R,5657004,139,BLAv12_ant,176,35,,23
17464168, (BLP12 local descending twig 1 left) [*BLP12_l akira] #17464168,unk,unk,False,False,False,True,L,8641784,1157,BLP12,18,14,,24
12273754, (MIXED bilateral 2 left) [*BLAvm ant_l akira] #12273754,unk,unk,False,False,False,True,L,17654624,1152,BLAvm ant,126,10,,25
8641784, (BLP12 local descending twig 1 right) [*BLP12_r akira] #8641784,unk,unk,False,False,False,True,R,17464168,1157,BLP12,18,122,,26
16059134, (MIXED local left) [unknown lineage] #16059134,unk,unk,False,False,False,True,L,10725068,1150,unk,153,29,,27
15668869, (BLAv12_ant contralateral right) [*BLAv12_ant_r akira] #15668869,unk,unk,False,False,False,True,R,19102929,1141,BLAv12_ant,82,23,,28
9202326, (Basal Tel-like 6 right) [*BLAv12_ant_r akira] #9202326,unk,unk,False,False,False,True,R,20730780,1077,BLAv12_ant,190,17,,29
19919566, (mixed bpl terminal left) [*BLP12_l akira] #19919566,unk,unk,False,True,True,True,L,1137946,1067,BLP12,70,0,,30
18035063, (BLVp1 bilateral 4 left) [*BLVp1_l akira] #18035063,unk,unk,False,False,False,True,L,17937986,1015,BLVp1,55,39,,31
17732031, (AF: DPLal BPL-to-medial_left) [*DPLal1-3_l akira] #17732031,unk,unk,False,False,False,True,L,11081239,986,DPLal1-3,91,32,,32
15655801,MB2IN-141 (DPlal simple bilateral g right; DPLal 1 R) [*DPlal1-3_ant_r akira,unk,unk,False,False,False,True,R,17360076,941,unk,56,15,,33
9856062, (DPlal simple bilateral 5 right; Tel-like 7? anterior cell body) [*DPlal1-3_ant_r akira,unk,unk,False,False,False,True,R,17360042,939,unk,55,18,,34
17223643, (BLVp1 hook left) [*BLVp1_l akira] #17223643,unk,unk,False,False,False,True,L,3251140,905,BLVp1,42,20,,35
8970595, (BLVp1 local right) [*BLVp1_r akira] #8970595,unk,unk,False,False,False,True,R,17105977,885,BLVp1,113,22,,36
17105977, (BLVp1 local left) [*BLVp1_l akira] #17105977,unk,unk,False,False,False,True,L,8970595,885,BLVp1,53,9,,37
16594752, (Basal Tel-like 8 left) [*BLAv12_post_l akira] #16594752,unk,unk,False,False,False,True,L,9530532,815,BLAv12_post,285,34,,38
2885630, (BLDc descending 2 right; Ipsilateral BPL interneuron (hook target)) [*BLDc_r akira] #2885630,unk,unk,False,False,False,True,R,16485518,790,BLDc,75,14,,39
8410627, (BLP12 hook 3 right; BLP local R; BLP12 a 1) [*BLP12_r akira] #8410627,unk,unk,False,False,False,True,R,16014701,737,BLP12,109,19,,40
16014701, (BLP12 hook 3 left) [*BLP12_l akira] #16014701,unk,unk,False,False,False,True,L,8410627,737,BLP12,32,46,,41
11029851, (BLVp1 bilateral 2 right) [*BLVp1_r akira] #11029851,unk,unk,False,False,False,True,R,15587533,700,BLVp1,346,42,,42
8805777, (BLDc A00c pointer 2 right; BPL local 1 R) [*BLDc_r akira] #8805777,unk,unk,False,False,False,True,R,14338439,631,BLDc,124,34,,43
9103710, (BLVp1 bilateral 1 right; Tel-like 1 BPL bilateral; BLVp1 6) [*BLVp1_r akira] #9103710,unk,unk,False,False,False,True,R,14270761,625,BLVp1,70,33,,44
12195879, (Tel-like 8 left) [*CPbl_l akira] #12195879,unk,unk,False,False,False,True,L,20443598,529,CPbl,82,21,,45
11717014, (BLP12 descending 2 left; dpn_left_1304_4) [*BLP12_l akira] #11717014,unk,unk,False,False,False,True,L,20344845,507,BLP12,54,2,,46
20344845, (BLP12 descending 2 right) [*BLP12_r akira] #20344845,unk,unk,False,False,False,True,R,11717014,507,BLP12,57,6,,47
11291653, (Basal Tel-like 1 left) [*BLAv12_ant_l akira] #11291653,unk,unk,False,False,False,True,L,8412625,491,BLAv12_ant,123,30,,48
6692908, (Basal Tel-like 5 right) [*BLAv12_ant_r akira] #6692908,unk,unk,False,False,False,True,R,11263687,489,BLAv12_ant,165,19,,49
11084320, (Basal Tel-like 2 Left) [*BLAvm post_l akira] #11084320,unk,unk,False,False,False,True,L,8461082,476,BLAvm post,175,35,,50
10982951, (Basal Tel-like 3 left) [*BLAvm ant_l akira] #10982951,unk,unk,False,False,False,True,L,8697453,457,BLAvm ant,125,42,,51
10893103, (Ipsiphone L) [*BLAv12_ant_l akira] #10893103,unk,unk,False,False,False,True,L,9720614,448,BLAv12_ant,149,52,,52
10714526, (DPlal simple bilateral 3 left) [*DPLal1-3_l akira] #10714526,unk,unk,False,False,False,True,L,2911847,426,DPLal1-3,100,13,,53
8529400, (UNK bilateral gnarled dendrite left) [*BLAvm post_l akira] #8529400,unk,unk,False,False,False,True,L,7449767,282,BLAvm post,34,7,,54
5762666, (n_down pOLP&PVL09-2 left) [*BLVp1_l akira] #5762666,unk,unk,False,False,False,True,L,17777259,162,BLVp1,187,40,,55
15605987,MB2IN-196 (UT: BLAv12-1_right) [*BLAvm post_r akira] #15605987,unk,unk,False,False,False,True,R,5118060,126,BLAvm post,472,78,,56
5118060,MB2IN-196 (UT: BLAv12-1_left) [*BLAv12_post_l akira] #5118060,unk,unk,False,False,False,True,L,15605987,126,BLAv12_post,375,101,,57
5585799,MB2IN-174 (SY: TO REVIEW_right) [unknown lineage] #5585799,unk,unk,False,False,False,True,R,4393026,86,unk,93,17,,58
3009700, (Coaster (NPF) Right ) [*DPMl_ant_dor_r akira] #3009700,O_dVNC,O_dVNC,False,False,False,True,R,3048606,29,DPMl_ant_dor,216,18,,59
12882179, (BLVa_t hook 2 right -GAP) [*BLVa_t_r akira] #12882179,unk,unk,False,False,False,True,R,2652641,19,BLVa_t,49,33,,60
2652641, (BLVa_t hook 2 left) [*BLVa_t_l akira] #2652641,unk,unk,False,False,False,True,L,12882179,19,BLVa_t,10,11,,61
9698907, (DPlal ipsilateral 2 right; BPL with axon around peduncle) [*DPlal1-3_lat_r akira,unk,unk,False,False,False,True,R,-1,-1,unk,118,23,,62
17468727, (BLP34 local unpaired left) [*BLP34_l akira] #17468727,unk,unk,False,False,False,True,L,-1,-1,BLP34,37,5,,63
11717040, (BLP12 gripper 3? left; dpn_left_1304_10) [*BLP12_l akira] #11717040,unk,unk,False,False,False,True,L,-1,-1,BLP12,33,8,,64
17224013, (DALl1 6 left) [*DALl1_l akira] #17224013,unk,unk,False,False,False,True,L,14759661,1156,unk,21,11,,65
19395500, (Downstream Downstream A00c left) [*DPlal1-3_med_l akira] #19395500,unk,unk,False,False,False,True,L,8559525,1059,DPlal1-3_med,100,31,,66
14759661, (DALl1 6 right) [*DALl1_r akira] #14759661,unk,unk,False,False,False,True,R,17224013,1156,DALl1,45,10,,67
8559525, (Downstream Downstream A00c right) [*DPlal1-3_ant_r akira,unk,unk,False,False,False,True,R,19395500,1059,unk,267,34,,68
4876839, (BLAv1_3_right (DALcl n1)?) [*BLAv12_ant_r akira] #4876839,unk,unk,False,False,False,True,R,18111410,1024,BLAv12_ant,180,21,,69
17729161, (BLDc descending 4 left) [BLAd_l akira] #17729161,unk,unk,False,False,False,True,L,8313802,978,BLAd,84,3,,70
8313802, (BLDc descending 4 right) [*BLDc_r akira] #8313802,unk,unk,False,False,False,True,R,17729161,978,BLDc,57,11,,71
16472086, (Basal Tel-like 4 left) [*BLAv12_post_l akira] #16472086,unk,unk,False,False,False,True,L,16433177,787,BLAv12_post,174,77,,72
16433177, (Basal Tel-like 4 right) [unknown lineage] #16433177,unk,unk,False,False,False,True,R,16472086,787,unk,170,25,,73
4130960, (Local Crescent right) [*BLAd-OL_r akira] #4130960,unk,unk,False,False,False,True,R,16059078,741,BLAd-OL,158,18,,74
3122533, (BLDc descending 1 right; BPL feedback local R) [*BLDc_r akira] #3122533,unk,unk,False,False,False,True,R,16014607,736,BLDc,47,10,,75
16014607, (BLDc descending 1 left) [BLAd_l akira] #16014607,unk,unk,False,False,False,True,L,3122533,736,BLAd,39,11,,76
13852833,FB2IN-4,FB2N,FB2N,False,False,False,True,L,9457719,610,CPb,129,75,,77
6317793,MB2IN-172 (DPLc1 Descending R) [*DPMl_ant_ven_r akira] #6317793,O_dSEZ,O_dSEZ,False,False,False,True,R,3044500,27,DPMl_ant_ven,292,40,,78
17123466, (f_down pOLP right) [*BLDd_r akira] #17123466,unk,unk,False,False,False,True,R,-1,-1,BLDd,94,5,,79
19051631, (BLP34 interneuron X left) [*BLP34_l akira] #19051631,unk,unk,False,False,False,True,L,8193545,1155,BLP34,36,22,,80
18568094, (DALv1 small left) [*DALv1_l akira] #18568094,unk,unk,True,False,False,True,L,17941609,1041,DALv1,4,27,,81
16348875,MB2ON-246 (SLT_left) [*DALv1_l akira] #16348875,unk,unk,False,False,False,True,L,15601640,758,DALv1,67,22,,82
15605301, (DALl1 bilateral 1 left) [*DALv1_l akira] #15605301,unk,unk,False,False,False,True,L,15607335,706,DALv1,75,37,,83
7388340, (BLAl_l-X left) [*BLAl_l akira] #7388340,unk,unk,False,False,False,True,L,15606239,214,BLAl,166,34,,84
16863538, (BLP34 descending 6 left) [*BLP34_l akira,unk,unk,False,False,False,True,L,20443571,1154,unk,22,13,,85
18929470, (BAmd2 descending 2 left) [*BAmd2_v_l akira] #18929470,O_dVNC,O_dVNC,False,False,False,True,L,6700147,1116,BAmd2_v,56,27,,86
20443571, (BLP34 descending 6 right) [*BLP34_r akira] #20443571,unk,unk,False,False,False,True,R,16863538,1154,BLP34,63,7,,87
19786464,MB2ON-232 (BP 1 ; Right) [*BAlp_ant_r akira] #19786464,unk,unk,False,False,False,True,R,14329745,1079,BAlp_ant,170,31,,88
16347786, (DPMl descending ipsi right) [*DPMl12_post_r akira] #16347786,O_dVNC,O_dVNC,False,False,False,True,R,17732334,993,DPMl12_post,74,4,,89
16852622, (LAL output neuron DALcm left) [*DALcm12-v_l akira] #16852622,O_dVNC,O_dVNC,False,False,False,True,L,16950767,844,DALcm12-v,87,7,,90
17355864, (BAla34 bilateral 3 right) [*BAla34_r akira] #17355864,unk,unk,False,False,False,True,R,14621584,649,BAla34,91,35,,91
14579509,MB2ON-202 (fishing_rod_left) [*TRdl post_l akira] #14579509,unk,unk,False,False,False,True,L,13835439,646,TRdl post,68,17,,92
12420898, (BAmv12 looper 2 left) [*BAmv12_dor_l akira,unk,unk,False,False,False,True,L,5162462,556,unk,93,4,,93
13411445,MB2ON-201 (DPMm1_2 right ipsi cross-layer CC) [*DPMm1_r akira] #13411445,unk,unk,False,False,False,True,R,10596949,418,DPMm1,146,61,,94
3762317, (Input from both Munin 3,O_dSEZ,O_dSEZ,False,False,False,True,R,3729496,42,BAmd2_v,143,46,,95
12424328, (Gustatory? PN left; PN from MN sensory left) [*BAlc post_l akira] #12424328,unk,unk,False,False,False,False,L,16457812,1153,BAlc post,55,51,,96
2379529, (PVL2 left) [*BLP34_l akira] #2379529,unk,unk,False,False,False,True,L,3815483,1144,BLP34,41,10,,97
11197975, (CPb brush left) [*CPbl_l akira] #11197975,unk,unk,False,False,False,True,L,7692008,1138,CPbl,72,16,,98
16457812, (Gustatory? PN right) [*BAlc post_r akira] #16457812,unk,unk,False,False,False,True,R,12424328,1153,BAlc post,42,53,,99
7692008, (CP brush right; CP2/3d obPl 12) [*CPb_r akira] #7692008,unk,unk,False,False,False,True,R,11197975,1138,CPb,63,15,,100
19051762, (Death grip left (new name now correct pair)) [*BLAd-vm_l akira] #19051762,unk,unk,False,False,False,True,L,17913032,1048,BLAd-vm,70,2,,101
17913032, (Death grip right) [*BLAd-vm_r akira] #17913032,unk,unk,False,False,False,True,R,19051762,1048,BLAd-vm,175,8,,102
19045334, (LH_sibling 67 like left) [*BLDc_l akira,unk,unk,False,False,False,True,L,9585036,1047,BLDc,70,12,,103
15676571,MB2ON-242 (DPLp 1 right) [*DPLp_r akira] #15676571,unk,unk,False,False,False,True,R,16799939,834,DPLp,90,17,,104
16799939,MB2ON-242 (DPLp 1 left) [*DPLp_l akira] #16799939,unk,unk,False,False,False,True,L,15676571,834,DPLp,113,15,,105
17937123, (ASB LH Interneuron right) [*DPLm2_r akira,unk,unk,False,False,False,True,R,16544485,797,DPLm2,193,26,,106
4108720, (AF9: brush right) [*DPLp_r akira] #4108720,unk,unk,False,False,False,True,R,16494105,794,DPLp,99,17,,107
16494105, (AF9: brush left) [*DPLp_l akira] #16494105,unk,unk,False,False,False,True,L,4108720,794,DPLp,62,14,,108
17896997, (BLDc LH right) [*BLDc_r akira] #17896997,unk,unk,False,False,False,True,R,16409132,765,BLDc,107,19,,109
20370716, (DPL Lander-like right) [unknown lineage] #20370716,unk,unk,False,False,False,True,R,16095576,745,unk,140,25,,110
3765728, (UNK bridge right; AF6: Munin Output right) [*DPLc_post_lat_r akira] #3765728,unk,unk,False,False,False,True,R,15825892,730,DPLc_postat,119,37,,111
15576292, (CPd bilateral 1 left) [*CPd_l akira] #15576292,unk,unk,False,False,False,True,L,17384874,696,CPd,42,21,,112
17384874, (CPd bilateral 1 right; CP4 7) [*CPd_r akira] #17384874,unk,unk,False,False,False,True,R,15576292,696,CPd,67,55,,113
15541971, (BAmd1 bilateral left) [*BAmd1_l akira] #15541971,unk,unk,False,True,True,True,L,5734134,691,BAmd1,116,0,,114
15517247,MB2IN-160 (DALcm12 L v e 1) [*DALcm12-m_l akira] #15517247,unk,unk,False,True,True,True,L,16335254,684,DALcm12-m,72,0,,115
16335254,MB2IN-160 (DALcm_r; DALcm12 m lat 2) [*DALcm12-m_r akira] #16335254,unk,unk,False,True,True,True,R,15517247,684,DALcm12-m,75,0,,116
4114133,FB2IN-9,FB2N,FB2N,False,False,False,True,R,15343835,672,CPb,159,94,,117
15343835,FB2IN-9,FB2N,FB2N,False,False,False,True,L,4114133,672,CPb,135,70,,118
14655602, (DPML1_l) [*DPMl12_l akira,unk,unk,False,False,False,True,L,15672269,652,unk,149,46,,119
14450919, (DPLp_left) [*DPLp_l akira] #14450919,unk,unk,False,False,False,True,L,18220289,635,DPLp,65,5,,120
18220289, (DPLp_right) [*DPLp_r akira] #18220289,unk,unk,False,False,False,True,R,14450919,635,DPLp,124,29,,121
9457719,FB2IN-4,FB2N,FB2N,False,False,False,True,R,13852833,610,CPb,151,65,,122
8723267, (AF7: PDL_right_sibling 35) [unknown lineage] #8723267,unk,unk,False,False,False,True,R,12387154,551,unk,161,14,,123
12299805, (DALl1 5 left) [*DPLam_l akira] #12299805,unk,unk,False,False,False,True,L,7422595,541,DPLam,129,33,,124
7422595, (DALl1 5 right) [*DPLam_r akira] #7422595,unk,unk,False,False,False,True,R,12299805,541,DPLam,182,18,,125
12281339, (Another bilateral axon_35a left) [ni-neurons MB_l akira] #12281339,unk,unk,False,False,False,True,L,9585013,536,ni-neurons MB,76,62,,126
9585013, (Another bilateral axon_35a right) [*DPMpl12_r akira] #9585013,unk,unk,False,False,False,True,R,12281339,536,DPMpl12,114,89,,127
18425189, (CPb pointer 1 right; CP23 d 11 - TO FOLLOW AT GAP) [*CPb_r akira] #18425189,unk,unk,False,False,False,True,R,11687072,503,CPb,45,23,,128
11687072, (CPb pointer 1 left) [*CPbl_l akira] #11687072,unk,unk,False,False,False,True,L,18425189,503,CPbl,55,21,,129
11135340,LH-21 (S: Peptidergic_sibling 35_left) [*DPLl_l akira] #11135340,unk,unk,False,False,False,True,L,11645541,478,DPLl,117,67,,130
11051740,FFN-13,FFN,FFN,False,False,False,True,L,7421507,472,DPLam,265,93,,131
7421507,FFN-13,FFN,FFN,False,False,False,True,R,11051740,472,DPLam,361,65,,132
8812078, (MIXED crinkled right; BLAd ant med 2 meets Larderet neuron 8812079) [*BLAd-vm_r akira] #8812078,unk,unk,False,False,False,True,R,9971209,374,BLAd-vm,70,6,,133
9971209, (MIXED crinkled left; Down to Multi PNs) [BLD5/6_l akira] #9971209,unk,unk,False,False,False,True,L,8812078,374,BLD5/6,43,17,,134
9294475,MB2IN-115,unk,unk,False,False,False,True,R,8974428,305,DPLc_postat,59,53,,135
8741619, (peptidergic with docked vesicles_right) [*CPf_r akira] #8741619,O_dVNC,O_dVNC,False,False,False,True,R,8755914,289,CPf,141,25,,136
8755914, (peptidergic with docked vesicles_left) [*CPf_l akira] #8755914,O_dVNC,O_dVNC,False,False,False,True,L,8741619,289,CPf,125,34,,137
8349553,MB2IN-215 (Ivy right) [*BLVa_t_r akira] #8349553,unk,unk,False,False,False,True,R,8347613,273,BLVa_t,115,25,,138
8347613,MB2IN-215 (Ivy left) [*BLVa_t_l akira] #8347613,unk,unk,False,False,False,True,L,8349553,273,BLVa_t,127,30,,139
2963280,MB2ON-249 (try5thLN_sibling 35 right) [*DPLp_r akira] #2963280,unk,unk,False,False,False,True,R,6494382,182,DPLp,201,26,,140
6494382,MB2ON-249 (try5thLN_sibling 35 left) [*DPLp_l akira] #6494382,unk,unk,False,False,False,True,L,2963280,182,DPLp,78,24,,141
5474852,CN-25,unk,unk,False,True,True,True,L,17591442,136,BLVa12,267,0,,142
17591442,CN-25,unk,unk,False,True,True,True,R,5474852,136,BLVa12,274,0,,143
15683275,LH-4 (AF15: off suckerfish_right) [*DPLp_r akira] #15683275,unk,unk,False,False,False,True,R,4780707,115,DPLp,199,38,,144
4780707,LH-4 (AF15: off suckerfish_left) [*DPLp_l akira] #4780707,unk,unk,False,False,False,True,L,15683275,115,DPLp,162,32,,145
3946569, (BLAd ant med 3 neuron left) [*BLAd-vm_l akira] #3946569,unk,unk,False,False,False,True,L,8813113,68,BLAd-vm,76,9,,146
8813113, (BLAd ant med 3 neuron  right) [*BLAd-vm_r akira] #8813113,unk,unk,False,False,False,True,R,3946569,68,BLAd-vm,95,32,,147
3946432,_WS (WS: from olfactory to Hugin interneuron left) [*BLAd-vm_l akira] #3946432,unk,unk,False,False,False,True,L,2935173,67,BLAd-vm,84,16,,148
2935173,_WS (WS: from olfactory to Hugin interneuron right) [*BLAd-vm_r akira] #2935173,unk,unk,False,False,False,True,R,3946432,67,BLAd-vm,135,13,,149
3814701, (densecoreneuron_left) [*CPf_l akira] #3814701,O_dSEZ,unk,False,False,False,True,L,9761454,44,CPf,125,50,,150
9761454, (densecoreneuron_right) [*CPf_r akira] #9761454,O_dSEZ,O_dSEZ,False,False,False,True,R,3814701,44,CPf,198,28,,151
15732471, (Y neuron right) [*DPLd_r akira] #15732471,unk,unk,False,False,False,True,R,3814651,43,DPLd,100,45,,152
3158123, (presynaptic-D-2-MAP-L left) [*DPLc_ant_lat_l akira] #3158123,unk,unk,False,False,False,True,L,17415439,33,DPLc_antat,137,36,,153
17415439, (presynaptic-D-2-MAP right) [*DPLc_ant_lat_r akira] #17415439,unk,unk,False,False,False,True,R,3158123,33,DPLc_antat,146,45,,154
3158085, (AF5: Short-presynaptic-D-1L) [*DPLc_post_lat_r akira] #3158085,unk,unk,False,False,False,True,R,2597151,16,DPLc_postat,164,24,,155
10119916,MB2IN-199,unk,unk,False,False,False,True,R,2369444,9,DPLd,452,95,,156
2369444,MB2IN-199,unk,unk,False,False,False,True,L,10119916,9,DPLd,376,115,,157
8065380, (ASB Digest right) [unknown lineage] #8065380,unk,unk,False,False,False,True,R,-1,-1,unk,195,11,,158
8939384, (BLP34 bilateral 3 right) [*BLP34_r akira] #8939384,unk,unk,False,False,False,True,R,18058644,1017,BLP34,61,30,,159
18058644, (BLP34 bilateral 3 left) [*BLP34_l akira] #18058644,unk,unk,False,False,False,True,L,8939384,1017,BLP34,55,18,,160
9637388, (Tel-like 3; BLVp1 7 right) [*BLVp1_r akira] #9637388,unk,unk,False,False,False,True,R,17729088,976,BLVp1,193,25,,161
17360042, (DPlal simple bilateral 5 left) [*DPlal1-3_ant_l akira] #17360042,unk,unk,False,False,False,True,L,9856062,939,DPlal1-3_ant,27,10,,162
9565674, (DPlal Curvy right) [*DPlal1-3_lat_r akira,unk,unk,False,False,False,True,R,17360022,935,unk,111,14,,163
3180681, (BLVp1 local a right) [*BLVp1_r akira] #3180681,unk,unk,False,False,False,True,R,15586949,699,BLVp1,62,4,,164
5512988, (CPd descending ipsilateral right) [*CPd_r akira] #5512988,O_dVNC,O_dVNC,False,False,False,True,R,15365184,673,CPd,183,61,,165
2878185, (BLAv12_lat pointer 1 right) [*BLAv12_lat_r akira] #2878185,unk,unk,False,False,False,True,R,12923749,588,BLAv12at,38,7,,166
12366224, (BLVa_t ascending lateral 1 left) [*BLVa_t_l akira] #12366224,unk,unk,False,False,False,True,L,19857577,547,BLVa_t,31,22,,167
18639459,MB2IN-159 (LH bilateral axon 6) [*BLDd_r akira,unk,unk,False,False,False,True,R,8253620,264,unk,232,38,,168
9621307, (BPL local 5) [*BLDc_r akira] #9621307,unk,unk,False,False,False,True,R,-1,-1,BLDc,129,37,,169
17354403, (MIXED descending T left) [*DPMl_ant_dor_l akira] #17354403,O_dVNC,O_dVNC,False,False,False,True,L,12030078,1151,DPMl_ant_dor,32,9,,170
8814524, (DPM long neck left) [*DPMl_ant_dor_l akira] #8814524,unk,unk,False,True,True,True,L,17340973,297,DPMl_ant_dor,103,0,,171
18655517, (BLVp1 bilateral 3 right; down seahorse right) [*BLVp1_r akira] #18655517,unk,unk,False,False,False,True,R,18656202,1044,BLVp1,104,37,,172
17729088, (Tel-like 3; BLVp1 7? left) [*BLVp1_l akira] #17729088,unk,unk,False,False,False,True,L,9637388,976,BLVp1,207,33,,173
15684934, (Ipsiphone lineage bilateral right) [*BLAv12_ant_r akira] #15684934,unk,unk,False,False,False,True,R,17729020,975,BLAv12_ant,148,53,,174
17360254, (AB left; DALv1 L Lineage - Downstream A00c) [*DALv1_l akira] #17360254,unk,unk,False,True,True,True,L,4393350,942,DALv1,104,0,,175
4393350, (AB right; Timo's Tel-like anterior cell body) [*DALv1_r akira] #4393350,unk,unk,False,True,True,True,R,17360254,942,DALv1,90,0,,176
15656223, (DPlal simple bilateral 6 right) [*DPlal1-3_ant_r akira,unk,unk,False,False,False,True,R,17360070,940,unk,33,23,,177
9161929, (BLVa34 local hook right) [*BLVa34_r akira] #9161929,unk,unk,False,False,False,True,R,16490014,792,BLVa34,68,23,,178
3058132, (DPlal simple bilateral 2 right) [*DPlal1-3_ant_r akira,unk,unk,False,False,False,True,R,15676016,717,unk,37,21,,179
15587533, (BLVp1 bilateral 2 left) [*BLVp1_l akira] #15587533,unk,unk,False,False,False,True,L,11029851,700,BLVp1,139,28,,180
15586949, (BLVp1 local a left) [*BLVp1_l akira] #15586949,unk,unk,False,False,False,True,L,3180681,699,BLVp1,35,5,,181
15365184, (CPd descending ipsilateral left) [*CPd_l akira] #15365184,O_dVNC,O_dVNC,False,False,False,True,L,5512988,673,CPd,53,12,,182
17897298, (BLV hook 1 right) [*BLVa_t_r akira] #17897298,unk,unk,False,False,False,True,R,12366640,548,BLVa_t,53,20,,183
12366640, (BLV hook 1 left) [*BLVa_t_l akira] #12366640,unk,unk,False,False,False,True,L,17897298,548,BLVa_t,34,11,,184
19857577, (BLVa_t ascending lateral 1 right) [*BLVa_t_r akira] #19857577,unk,unk,False,False,False,True,R,12366224,547,BLVa_t,47,23,,185
9508724, (Ipsiphone lineage bilateral 2 left) [*BLAv12_ant_l akira] #9508724,unk,unk,False,False,False,True,L,17541953,350,BLAv12_ant,136,41,,186
17541953, (Ipsiphone lineage bilateral 2 right) [*BLAv12_ant_r akira] #17541953,unk,unk,False,False,False,True,R,9508724,350,BLAv12_ant,39,13,,187
9241349, (DPlal simple bilateral 1 right; Tel-like 4? with anterior cell body) [*DPLal1-3_r akira] #9241349,unk,unk,False,False,False,True,R,6633635,188,DPLal1-3,165,15,,188
17654634, (MIXED forked right) [*BLVa34_r akira] #17654634,unk,unk,False,False,False,True,R,6623049,186,BLVa34,98,29,,189
4128002,MB2ON-158 (Posterior Ventral neuron right) [*BLP34_r akira] #4128002,unk,unk,False,False,False,True,R,5744058,153,BLP34,60,23,,190
15656826, (DPlal simple bilateral b right; DPLal 2 R) [*DPlal1-3_ant_r akira,unk,unk,False,False,False,True,R,-1,-1,unk,68,28,,191
11055480, (ASB Lonely left -forced) [*BLAv12_post_l akira] #11055480,unk,unk,False,False,False,True,L,18248435,1149,BLAv12_post,34,28,,192
